time,seconds_elapsed,lux
1742663847641018600,3135.8370185546873,1
1742663847841002500,3136.0370024414065,8
1742663848041131000,3136.237131103516,6
1742663848240986400,3136.436986328125,4
1742663848440999700,3136.6369997558595,3
1742663848840989700,3137.0369897460937,0
1742664242525719000,3530.7217189941407,13
1742664242725725000,3530.9217248535156,0
1742664243325733600,3531.521733642578,8
1742664243525715000,3531.72171484375,5
1742664243725725400,3531.921725341797,0
1742664244325733400,3532.5217333984374,8
1742664244525840000,3532.72183984375,5
1742664244725717800,3532.9217177734376,0
1742664245325735000,3533.5217348632814,8
1742664245525815000,3533.721814941406,6
1742664245725723000,3533.9217229003907,0
1742664246325733600,3534.521733642578,7
1742664246525719000,3534.7217189941407,6
1742664246725723000,3534.9217229003907,0
1742664247325733400,3535.5217333984374,7
1742664247725719000,3535.9217189941405,0
1742664248325826300,3536.5218264160158,6
1742664248525723100,3536.721723144531,7
1742664248725722000,3536.9217221679687,0
1742664249325733400,3537.5217333984374,3
1742664249525720600,3537.7217204589842,50
1742664249725770000,3537.9217700195313,133
1742664249925744600,3538.121744628906,31
1742664250125729500,3538.3217294921874,39
1742664250325737200,3538.5217373046876,52
1742664250525723000,3538.7217229003904,42
1742664250925750500,3539.121750488281,24
1742664251125289200,3539.3212893066407,9
1742664251325729800,3539.5217297363283,1
1742664252325735400,3540.5217353515627,0
1742664252524898600,3540.720898681641,8
1742664252725739000,3540.921739013672,20
1742664252925827300,3541.1218273925783,0
1742664254525717800,3542.7217177734374,1
1742664254725724400,3542.9217243652342,0
1742664256324964400,3544.5209643554685,5
1742664256525113900,3544.7211137695313,8
1742664256725642800,3544.9216428222658,3
1742664256925377500,3545.1213774414064,2
1742664257125394200,3545.3213942871093,1
1742664257325489700,3545.5214897460937,0
1742664257525657000,3545.721656982422,1
1742664257725972000,3545.921971923828,0
1742664268325734100,3556.5217341308594,4
1742664268525711400,3556.7217114257815,0
1742664270925737500,3559.121737548828,1
1742664271125718500,3559.3217185058593,0
1742664271325732600,3559.521732666016,1
1742664307543787300,3595.7397873535156,0
1742664308343098600,3596.5390986328125,1
1742664308743100400,3596.939100341797,0
1742664309343107300,3597.539107421875,1
1742664309543108400,3597.7391083984376,0
1742664310343098400,3598.539098388672,1
1742664311543106800,3599.7391069335936,2
1742664311743091200,3599.9390913085936,1
1742664311943109600,3600.1391096191405,0
1742664313743185700,3601.939185546875,2
1742664313943111000,3602.139110839844,4
1742664314143123200,3602.3391232910158,5
1742664314743093000,3602.939093017578,4
1742664314943109000,3603.139109130859,5
1742664315143125200,3603.3391252441406,4
1742664315343102700,3603.539102783203,5
1742664315543113500,3603.7391135253906,3
1742664315943101200,3604.1391010742186,5
1742664316143209000,3604.339208984375,4
1742664317143212500,3605.339212646484,3
1742664317743094500,3605.9390944824218,4
1742664317943103700,3606.1391037597655,3
1742664319143116000,3607.3391159667967,4
1742664319543209700,3607.7392097167967,3
1742664319743244300,3607.9392443847655,4
1742664319942736100,3608.1387360839844,3
1742664321743092000,3609.9390920410156,2
1742664322542739500,3610.738739501953,3
1742664322943106000,3611.1391059570315,2
1742664323143120000,3611.339119873047,1
1742664323543202000,3611.7392021484375,2
1742664323742701000,3611.938701171875,3
1742664323943106300,3612.1391062011717,2
1742664324943143400,3613.139143310547,1
1742664325743094300,3613.939094238281,2
1742664325943203600,3614.139203613281,3
1742664326143240000,3614.3392399902345,1
1742664326342911000,3614.538910888672,0
1742664326543111700,3614.7391115722658,1
1742664326943103700,3615.1391037597655,2
1742664327943103700,3616.1391037597655,1
1742664329143112400,3617.3391125488283,0
1742664329343100700,3617.5391005859374,1
1742664329543104500,3617.7391044921874,3
1742664329943196700,3618.139196777344,5
1742664330343104800,3618.539104736328,3
1742664330543110700,3618.739110595703,4
1742664330943105500,3619.13910546875,3
1742664331143227400,3619.339227294922,2
1742664331343131400,3619.539131347656,4
