time,seconds_elapsed,z,y,x
1742643386087304200,-0.03069580078125,-0.047929998487234116,0.01816999912261963,-0.00021699999342672527
1742643386373970400,0.255970458984375,-0.047929998487234116,0.01816999912261963,-0.00021699999342672527
1742643386397806600,0.279806640625,0.967136025428772,0.852886974811554,-0.9272909760475159
1742643386413698000,0.295697998046875,0.967136025428772,0.852886974811554,-0.9272909760475159
1742643386437535000,0.319534912109375,0.26851901412010193,0.7965289950370789,-0.3314779996871948
1742643386453425200,0.335425048828125,0.26851901412010193,0.7965289950370789,-0.3314779996871948
1742643386469315600,0.351315673828125,-0.3543210029602051,0.647392988204956,-0.15641500055789948
1742643386485204200,0.367204345703125,-0.991566002368927,0.38062700629234314,0.1905989944934845
1742643386501093600,0.38309375,-1.4800310134887695,-0.23163999617099762,0.6325439810752869
1742643386516983800,0.39898388671875,-1.2883349657058716,-0.43842899799346924,0.7350149750709534
1742643386532874800,0.414874755859375,-1.2883349657058716,-0.43842899799346924,0.7350149750709534
1742643386548765400,0.430765380859375,-0.21163499355316162,-0.42271700501441956,0.46577900648117065
1742643386564657700,0.44665771484375,0.4289900064468384,-0.2134380042552948,0.029975000768899918
1742643386580548000,0.462548095703125,0.8379110097885132,0.27189499139785767,-0.36633598804473877
1742643386596438800,0.478438720703125,0.8789880275726318,0.5020909905433655,-0.3267979919910431
1742643386612329700,0.494329833984375,0.8789880275726318,0.5020909905433655,-0.3267979919910431
1742643386628220700,0.510220703125,0.9881809949874878,0.7325109839439392,-0.285986989736557
1742643386644112600,0.526112548828125,0.5933899879455566,0.6634550094604492,-0.19091500341892242
1742643386660005400,0.54200537109375,-0.3326539993286133,0.5133489966392517,0.08023600280284882
1742643386675895600,0.5578955078125,-1.0408780574798584,0.1737930029630661,0.43098199367523193
1742643386691785000,0.573784912109375,-1.0408780574798584,0.1737930029630661,0.43098199367523193
1742643386707676000,0.589676025390625,-1.8037400245666504,-0.49056199193000793,0.968766987323761
1742643386723566800,0.60556689453125,-1.4635130167007446,-0.7302929759025574,0.8083119988441467
1742643386739457500,0.62145751953125,0.19781799614429474,-0.559095025062561,-0.07488500326871872
1742643386755349000,0.637348876953125,1.0011179447174072,-0.318136990070343,-0.4519360065460205
1742643386771244300,0.653244384765625,1.0011179447174072,-0.318136990070343,-0.4519360065460205
1742643386787134700,0.669134765625,1.3959410190582275,0.31843701004981995,-0.7841579914093018
1742643386803024600,0.685024658203125,1.2597030401229858,0.6547489762306213,-0.7995359897613525
1742643386818917000,0.700917236328125,0.8374999761581421,0.7991229891777039,-0.4728890061378479
1742643386834809000,0.71680908203125,0.31995901465415955,0.8201990127563477,-0.20063500106334686
1742643386850701600,0.73270166015625,0.31995901465415955,0.8201990127563477,-0.20063500106334686
1742643386866591700,0.748591796875,-0.8104659914970398,0.4875600039958954,0.14068900048732758
1742643386890426400,0.77242626953125,-1.0827970504760742,-0.022185999900102615,0.2373100072145462
1742643386906318600,0.788318603515625,-0.7967159748077393,-0.4628799855709076,0.3607900142669678
1742643386922211800,0.8042119140625,-0.4153040051460266,-0.5207020044326782,0.2798300087451935
1742643386938103800,0.820103759765625,-0.18366999924182892,-0.5095260143280029,0.1730549931526184
1742643386953996000,0.83599609375,-0.18366999924182892,-0.5095260143280029,0.1730549931526184
1742643386969890300,0.851890380859375,0.3340910077095032,-0.33451899886131287,-0.12160199880599976
1742643386985785300,0.867785400390625,0.6067649722099304,-0.14574900269508362,-0.3458549976348877
1742643387001679600,0.8836796875,0.3618910014629364,0.23377099633216858,-0.25590699911117554
1742643387017572400,0.899572265625,0.1714559942483902,0.3818419873714447,0.06451699882745743
1742643387033464000,0.915464111328125,0.1714559942483902,0.3818419873714447,0.06451699882745743
1742643387049355800,0.931355712890625,-0.14161700010299683,0.4072839915752411,0.17916299402713776
1742643387065248000,0.947248046875,-0.3185169994831085,0.35099199414253235,0.08864499628543854
1742643387081139700,0.9631396484375,-0.2502869963645935,0.07728900015354156,0.13340400159358978
1742643387097028900,0.97902880859375,-0.19576700031757355,-0.12730400264263153,0.14820300042629242
1742643387112919800,0.994919921875,-0.19576700031757355,-0.12730400264263153,0.14820300042629242
1742643387128811000,1.01081103515625,-0.11411000043153763,-0.33134400844573975,0.18706099689006805
1742643387144702500,1.026702392578125,-0.08698999881744385,-0.29017698764801025,0.1288830041885376
1742643387160596500,1.042596435546875,-0.08710899949073792,-0.05814800038933754,0.029923999682068825
1742643387176488200,1.05848828125,-0.05995599925518036,-0.0034280000254511833,-0.05438400059938431
1742643387192379100,1.074379150390625,-0.05995599925518036,-0.0034280000254511833,-0.05438400059938431
1742643387208270600,1.0902705078125,0.08980400115251541,0.037039998918771744,-0.15166300535202026
1742643387224161500,1.10616162109375,0.1714629977941513,0.07717499881982803,-0.15354299545288086
1742643387240052200,1.12205224609375,0.2258719950914383,0.04915599897503853,-0.033153001219034195
1742643387255944700,1.13794482421875,0.2666589915752411,0.07552099972963333,0.005468000192195177
1742643387271836700,1.153836669921875,0.2666589915752411,0.07552099972963333,0.005468000192195177
1742643387287730200,1.169730224609375,-0.019437000155448914,0.03412200137972832,0.07149799913167953
1742643387303623000,1.185622802734375,-0.11484699696302414,0.020476000383496284,0.15123000741004944
1742643387319513300,1.201513427734375,0.13025200366973877,-0.060986001044511795,0.05399399995803833
1742643387335405000,1.217405029296875,0.04847000166773796,-0.006180999800562859,-0.029409000650048256
1742643387351295200,1.233295166015625,0.04847000166773796,-0.006180999800562859,-0.029409000650048256
1742643387367184600,1.2491845703125,-0.31933099031448364,0.007809999864548445,-0.0036430000327527523
