time,seconds_elapsed,magneticBearing
1742643386354341000,0.236341064453125,36.58903824516556
1742643386373934000,0.25593408203125,13.40258355770241
1742643386393938400,0.2759384765625,11.475526850314544
1742643386413889800,0.295889892578125,11.109458716544841
1742643386433894000,0.315893798828125,8.88065961353486
1742643386453892600,0.335892578125,6.698680974293685
1742643386473889300,0.35588916015625,3.0127874727367985
1742643386493801200,0.37580126953125,359.4401242246932
1742643386513798000,0.3957978515625,358.90530941784186
1742643386533790700,0.415790771484375,357.0454200587439
1742643386553795000,0.435795166015625,358.1759102562054
1742643386573813200,0.455813232421875,358.1523897340054
1742643386593817300,0.4758173828125,359.4401242246932
1742643386613991000,0.495990966796875,2.448656520872234
1742643386633987600,0.515987548828125,5.449226332084966
1742643386654099000,0.536098876953125,5.396292354824921
1742643386674095600,0.556095703125,4.840859474194272
1742643386694031000,0.576031005859375,3.576334374997351
1742643386714035500,0.596035400390625,0.565400517356807
1742643386734032100,0.6160322265625,359.42896462349313
1742643386754028500,0.636028564453125,359.4093427825306
1742643386774063400,0.6560634765625,356.8201698100825
1742643386794060000,0.67606005859375,359.4031905355967
1742643386814056700,0.696056640625,2.0825652797308845
1742643386834061000,0.71606103515625,3.2132323691342073
1742643386854027300,0.73602734375,2.009553813021139
1742643386874031400,0.75603125,3.2473426853045617
1742643386894035700,0.77603564453125,3.147114619104358
1742643386914034400,0.796034423828125,1.141957333571209
1742643386934038800,0.816038818359375,1.1196446508279616
1742643386954037500,0.83603759765625,359.452604753971
1742643386973936600,0.8559365234375,0
1742643386993910500,0.87591064453125,358.2100893917539
1742643387013907200,0.8959072265625,0
1742643387033804500,0.915804443359375,0
1742643387053906400,0.935906494140625,1.704728267426434
1742643387073801000,0.955801025390625,3.265588030180775
1742643387093805000,0.97580517578125,3.2952098644999275
1742643387113798100,0.995798095703125,3.265588030180775
1742643387133794800,1.015794921875,3.7461621524159052
1742643387153813500,1.0358134765625,5.489046149757822
1742643387173705000,1.055705078125,5.227020482371355
1742643387193673200,1.075673095703125,5.6578994372547475
1742643387213677300,1.09567724609375,3.896481034220044
1742643387233812700,1.115812744140625,5.1304474148115755
1742643387253915000,1.135914794921875,3.932896498832463
1742643387274055700,1.1560556640625,5.9507092841208715
1742643387294052400,1.17605224609375,5.749985610704244
1742643387314026200,1.196026123046875,3.6118850682925094
1742643387334030600,1.216030517578125,4.840859474194272
1742643387354027300,1.23602734375,6.7889742253754
1742643387373925000,1.255925048828125,8.47114428347265
1742643387393929500,1.275929443359375,8.47114428347265
1742643387413926100,1.295926025390625,10.251198152006369
1742643387433930200,1.31593017578125,11.784749301232395
1742643387454033200,1.336033203125,11.5031079751548
1742643387474029800,1.35602978515625,12.081027693275066
1742643387494036200,1.3760361328125,12.280954260244936
1742643387514033000,1.396032958984375,9.616591368764007
1742643387534032000,1.416031982421875,9.523437330284155
1742643387554036000,1.436035888671875,9.616591368764007
1742643387573926400,1.455926513671875,10.407711263567585
1742643387593923000,1.475923095703125,9.060578503167317
1742643387613836000,1.4958359375,8.886352060316817
1742643387633832400,1.51583251953125,9.462322413136402
1742643387653798100,1.535798095703125,9.659892771272485
1742643387673802200,1.55580224609375,12.037202471072362
1742643387693787600,1.57578759765625,12.081027693275066
1742643387713792000,1.5957919921875,9.94057281400108
1742643387733823000,1.615822998046875,8.80170866747977
1742643387753819600,1.635819580078125,8.691307460069076
1742643387773819000,1.65581884765625,9.342394126022176
1742643387793815600,1.675815673828125,9.139614672106637
1742643387813958400,1.69595849609375,8.886352060316817
1742643387833962800,1.715962646484375,6.988490077290723
1742643387854065400,1.7360654296875,6.698680974293685
1742643387874069500,1.756069580078125,9.150256981927972
1742643387894035700,1.77603564453125,8.97262723843318
1742643387914032400,1.796032470703125,6.858300486308966
1742643387934036500,1.816036376953125,6.275353124147986
1742643387954033200,1.836033203125,8.383248731128475
1742643387974029800,1.85602978515625,9.841131379143844
1742643387994034200,1.8760341796875,11.272064070327199
1742643388014030800,1.89603076171875,11.72158689307392
1742643388034027500,1.916027587890625,9.523437330284155
1742643388054031600,1.936031494140625,9.342394126022175
1742643388074028300,1.9560283203125,11.825477682120512
1742643388094025000,1.97602490234375,11.179862539715032
1742643388114031600,1.996031494140625,11.971371572720555
1742643388134028000,2.016028076171875,9.914298283071778
1742643388154011600,2.03601171875,10.867258396732037
1742643388173910500,2.05591064453125,9.029044038518952
1742643388193823200,2.0758232421875,9.749975374925627
1742643388213827300,2.095827392578125,9.998533171571973
1742643388233709800,2.115709716796875,8.059103860919704
1742643388253812000,2.13581201171875,9.491085439246369
1742643388273797400,2.15579736328125,7.341225804620797
1742643388293793800,2.175793701171875,8.55555796909411
1742643388313817300,2.1958173828125,6.3958367397696225
1742643388333821400,2.215821533203125,7.931332446958872
1742643388353787600,2.23578759765625,6.452463015438834
1742643388373686300,2.255686279296875,4.932946910523681
1742643388393814300,2.275814208984375,5.440332082167971
1742643388413810700,2.295810791015625,3.6381866809046772
1742643388433946000,2.315946044921875,3.2364932079273068
1742643388454048500,2.336048583984375,2.835863088002621
1742643388474029800,2.35602978515625,3.366460779125684
1742643388494034200,2.3760341796875,3.207911712139908
1742643388514030800,2.39603076171875,2.2356369166466674
1742643388534027500,2.416027587890625,3.2079117121399086
1742643388554031900,2.436031982421875,4.977165705017042
1742643388573922600,2.455922607421875,5.710593362918428
1742643388593926700,2.4759267578125,6.835646090758468
1742643388613931000,2.495930908203125,9.0553576191018
1742643388633927700,2.515927734375,11.207558015637876
1742643388654037800,2.536037841796875,11.775741253051493
1742643388674034400,2.556034423828125,12.724355685422369
1742643388694033200,2.576033203125,12.04490181223335
1742643388714037500,2.59603759765625,12.227946332223022
1742643388734028800,2.61602880859375,11.476779866876214
1742643388754025200,2.636025146484375,12.420429994494809
1742643388773921500,2.655921630859375,10.784297967200658
1742643388793918200,2.675918212890625,8.97262650550398
1742643388813792800,2.695792724609375,9.356708262307581
1742643388833797000,2.715797119140625,9.050721695731891
1742643388853763800,2.735763916015625,11.476779866876214
1742643388873768200,2.755768310546875,8.891381505309765
1742643388893791500,2.77579150390625,8.481605401007137
1742643388913788200,2.7957880859375,6.161478057172645
1742643388933804800,2.8158046875,6.21402953089369
1742643388953801500,2.835801513671875,6.340191687457288
1742643388973816600,2.855816650390625,5.489046149757822
1742643388993821000,2.875821044921875,6.0541914310161555
1742643389013941200,2.895941162109375,5.538637327328951
1742643389033938000,2.91593798828125,6.184391137263591
1742643389054031600,2.936031494140625,8.022403751903013
1742643389074028300,2.9560283203125,9.560096853758749
1742643389094025000,2.97602490234375,10.271004022322002
1742643389114029300,2.996029296875,11.721586893073923
1742643389134026000,3.01602587890625,10.042023584429844
1742643389154030000,3.036030029296875,10.271004022322
1742643389174042000,3.0560419921875,9.940572814001078
1742643389194038800,3.076038818359375,9.711568137400679
1742643389214043000,3.09604296875,8.339019529895811
1742643389234039600,3.11603955078125,5.893529464604504
1742643389254028500,3.136028564453125,3.5072896599254246
1742643389274035000,3.156034912109375,2.401319314623717
1742643389294031600,3.176031494140625,6.772160302874169
1742643389314030600,3.196030517578125,7.93133244695887
1742643389334034700,3.21603466796875,7.062602567393685
1742643389353970400,3.235970458984375,8.55555796909411
1742643389373869300,3.255869384765625,8.78529815922306
1742643389393749000,3.2757490234375,9.40531164774583
1742643389413745700,3.29574560546875,11.520319848387341
1742643389433680600,3.3156806640625,12.195696689759256
1742643389453782800,3.33578271484375,9.342394126022175
1742643389473793500,3.35579345703125,7.866068218181754
1742643389493797600,3.375797607421875,9.066502726415274
1742643389513814300,3.395814208984375,7.783559771697943
1742643389533810700,3.415810791015625,8.702223950546301
1742643389553961500,3.43596142578125,8.420138506976457
1742643389573852000,3.455851806640625,6.504010113100779
1742643389593964300,3.47596435546875,6.567636480154885
1742643389613968600,3.49596875,6.772160302874169
1742643389633927200,3.51592724609375,6.77216030287417
1742643389654037800,3.536037841796875,5.946862875220267
1742643389674034400,3.556034423828125,7.001267354996648
1742643389694031000,3.576031005859375,6.648645308391812
1742643389714035200,3.59603515625,8.004729415437751
1742643389734032000,3.616031982421875,8.079487772634046
1742643389754028500,3.636028564453125,6.241914347415047
1742643389773927200,3.65592724609375,7.866068218181756
1742643389793923800,3.675923828125,9.881406576542311
1742643389813920500,3.69592041015625,11.132106971713783
1742643389833924600,3.715924560546875,9.523437330284157
1742643389854029300,3.736029296875,11.775741253051494
1742643389874033400,3.756033447265625,13.552188842668324
1742643389894040000,3.7760400390625,11.613796320010781
1742643389914036700,3.79603662109375,12.789072315442516
1742643389933987600,3.815987548828125,12.452233937367263
1742643389953984300,3.835984375,10.993772732768948
1742643389973883000,3.8558828125,9.616591368764006
1742643389993887200,3.87588720703125,8.452682572910541
1742643390013806600,3.895806640625,6.709837036779499
1742643390033803300,3.91580322265625,4.385780433571313
1742643390053795000,3.935795166015625,5.538637327328951
1742643390073791700,3.955791748046875,2.7508348630698003
1742643390093808400,3.975808349609375,0.9849306950307732
1742643390113812700,3.995812744140625,0.9849306950307731
1742643390133809200,4.01580908203125,0.46707482441793313
1742643390153813500,4.0358134765625,0.4709135970971339
1742643390173828000,4.055828125,359.5404180429583
1742643390193824800,4.07582470703125,358.43064530454086
1742643390213937200,4.095937255859375,0
1742643390233934000,4.11593408203125,359.5329251755821
1742643390254028500,4.136028564453125,0
1742643390274033000,4.156032958984375,359.5198789954131
1742643390294029600,4.176029541015625,359.02346198187325
1742643390314026200,4.196026123046875,356.36181331909535
1742643390334030600,4.216030517578125,357.3214487973865
1742643390354027300,4.23602734375,357.7843041762981
1742643390374046700,4.256046630859375,355.2499449589424
1742643390394051000,4.276051025390625,356.28689662449005
1742643390414047700,4.2960478515625,354.36931764314073
1742643390434054100,4.31605419921875,354.15673993796645
1742643390454035500,4.336035400390625,357.7643630833533
1742643390474034400,4.356034423828125,0
1742643390494038500,4.37603857421875,0.5422151516934851
1742643390513997000,4.3959970703125,1.0322447168114153
1742643390533993700,4.41599365234375,1.0843332027898724
1742643390553891000,4.43589111328125,2.348353219911518
1742643390573780200,4.4557802734375,4.139189287095562
1742643390593682200,4.47568212890625,5.396292354824922
1742643390613686500,4.4956865234375,2.9833999532092905
1742643390633679600,4.5156796875,3.0427591565516146
1742643390653791200,4.535791259765625,2.370764273081444
1742643390673817900,4.55581787109375,1.1534504772452172
1742643390693814500,4.575814453125,1.9219559261520975
1742643390714003200,4.596003173828125,2.531837553047968
1742643390733999900,4.615999755859375,3.042759156551615
1742643390754128000,4.6361279296875,4.2794635553908815
1742643390774025200,4.656025146484375,5.105653314161428
1742643390793945600,4.675945556640625,3.576334374997351
1742643390813942300,4.6959423828125,6.129080902847185
1742643390833923600,4.715923583984375,7.266954643959109
1742643390854027300,4.73602734375,8.587168781114084
1742643390874031400,4.75603125,6.988490077290723
1742643390894035700,4.77603564453125,7.056095925602696
1742643390914032400,4.796032470703125,6.211821954037955
1742643390934036500,4.816036376953125,5.691098445085481
1742643390954033200,4.836033203125,6.406378853224014
1742643390973930500,4.855930419921875,3.854528341357971
1742643390993934800,4.875934814453125,3.2939650583139124
1742643391013933600,4.89593359375,4.573921523144651
1742643391033930200,4.91593017578125,6.3161885511071
1742643391054036000,4.936035888671875,6.221959079275139
1742643391074032600,4.95603271484375,6.019851792678487
1742643391094014200,4.97601416015625,10.506397915969034
1742643391114018300,4.996018310546875,13.986115432394165
1742643391133931000,5.015930908203125,14.743562297200945
1742643391153935400,5.035935302734375,17.545728244356987
1742643391173845800,5.055845703125,16.62358198906817
1742643391193842400,5.075842529296875,18.121861444391143
1742643391213787600,5.09578759765625,19.155612901656024
1742643391233784000,5.1157841796875,20.206418903329354
1742643391253779500,5.135779541015625,16.626209919787726
1742643391273783800,5.15578369140625,15.371674396685629
1742643391293797600,5.175797607421875,16.076688223212507
1742643391313794300,5.195794189453125,15.919388229929988
1742643391333929700,5.2159296875,17.332127379339315
1742643391353926400,5.235926513671875,15.945396060763462
1742643391373955300,5.255955322265625,17.52556953598287
1742643391393959700,5.275959716796875,16.076688223212503
1742643391413933300,5.295933349609375,16.646840151664268
1742643391433937700,5.315937744140625,16.646840151664268
1742643391454033400,5.336033447265625,17.0099746224942
1742643391474030000,5.356030029296875,17.553544872312642
1742643391494034200,5.3760341796875,17.02052591207822
1742643391514030800,5.39603076171875,17.553544872312642
1742643391534027500,5.416027587890625,18.547957451536647
1742643391554031900,5.436031982421875,21.988140917518013
1742643391574043600,5.456043701171875,25.586374519455113
1742643391594040300,5.476040283203125,29.45706954139643
1742643391614044400,5.49604443359375,33.601237158900815
1742643391634043100,5.516043212890625,37.501231330513804
1742643391654032100,5.5360322265625,43.22395465317681
1742643391674038800,5.556038818359375,48.49463827166094
1742643391694035200,5.57603515625,55.23629921975822
1742643391713971000,5.595970947265625,59.9970309992168
1742643391733967600,5.615967529296875,64.53665561146803
1742643391753839600,5.635839599609375,67.5785920487743
1742643391773737700,5.65573779296875,68.75728415157812
1742643391793680400,5.675680419921875,70.55188647613595
1742643391813677000,5.695677001953125,70.51387093836966
1742643391833695200,5.7156953125,71.09716688732838
1742643391853798100,5.735798095703125,68.7151972718918
1742643391873807000,5.75580712890625,68.24609871466538
1742643391893811500,5.7758115234375,66.71834832028172
1742643391913962200,5.795962158203125,65.90984619826945
1742643391933966300,5.81596630859375,64.86429789964504
1742643391954079000,5.836078857421875,61.07935008345225
1742643391973976000,5.85597607421875,57.18258133195641
1742643391993934600,5.8759345703125,51.29470155935114
1742643392013931300,5.89593115234375,46.097486010616265
1742643392033928000,5.915927978515625,38.42261484780895
1742643392054031600,5.936031494140625,27.758540601060023
1742643392074028300,5.9560283203125,15.795928901482837
1742643392094025000,5.97602490234375,3.115064722087809
1742643392114029300,5.996029296875,353.14169951369104
1742643392134025700,6.016025634765625,349.09329354818595
1742643392154030000,6.036030029296875,345.1159841434556
1742643392173929000,6.055928955078125,341.3898357263972
1742643392193925600,6.075925537109375,338.23289970804046
1742643392213932000,6.09593212890625,334.2652642938807
1742643392233928700,6.1159287109375,333.09890792559264
1742643392254033000,6.136032958984375,332.6164933760988
1742643392274037200,6.156037353515625,331.6113871393087
1742643392293995800,6.175995849609375,328.32124903607433
1742643392313992400,6.195992431640625,325.33808715742174
1742643392333889800,6.215889892578125,322.0485206140287
1742643392353886500,6.235886474609375,318.8140740283684
1742643392373821000,6.255821044921875,315.34172085514604
1742643392393825300,6.2758251953125,311.019632054198
1742643392413818400,6.295818359375,307.7357621341514
1742643392433822700,6.31582275390625,304.3919135996253
1742643392453816600,6.335816650390625,301.92608000310986
1742643392473813200,6.355813232421875,298.7496629024338
1742643392493986800,6.37598681640625,297.79296772068056
1742643392513983500,6.3959833984375,296.82989924322237
1742643392534088400,6.41608837890625,295.7162869694712
1742643392554092800,6.4360927734375,295.1398796476013
1742643392573922000,6.455922119140625,294.30454860310317
1742643392593926400,6.475926513671875,293.3852211692989
1742643392613930500,6.495930419921875,292.8942015258725
1742643392633927200,6.51592724609375,292.02022445554826
1742643392654037800,6.536037841796875,291.9077430181432
1742643392674034400,6.556034423828125,293.47351980706446
1742643392694031000,6.576031005859375,296.25309850129497
1742643392714035200,6.59603515625,300.84819323766453
1742643392734032000,6.616031982421875,308.611252026953
1742643392754028500,6.636028564453125,319.08561608655464
1742643392774033000,6.656032958984375,330.57699994971495
1742643392794031600,6.676031494140625,347.49325382701284
1742643392814028300,6.6960283203125,359.4153694864059
1742643392834034700,6.71603466796875,6.632514392984632
1742643392854031400,6.73603125,12.428989003019732
1742643392874005200,6.756005126953125,16.33900612342975
1742643392894009600,6.776009521484375,16.699245096442286
1742643392913914600,6.79591455078125,17.873242811165785
1742643392933918700,6.815918701171875,22.263996030850713
1742643392953821000,6.835821044921875,23.17432422156547
1742643392973719600,6.855719482421875,26.893862467778206
1742643392993705000,6.875705078125,30.550190885018456
1742643393013701600,6.89570166015625,31.499215337979347
1742643393033712600,6.915712646484375,34.64911314700833
1742643393053815000,6.93581494140625,40.62047013284947
1742643393073789000,6.955788818359375,44.63965639567048
1742643393093793000,6.97579296875,48.57633650112619
1742643393113920800,6.995920654296875,52.41319529291959
1742643393133917400,7.01591748046875,54.79621075964824
1742643393154052900,7.036052978515625,55.61965512341856
1742643393173943300,7.055943359375,57.965852463844136
1742643393193924600,7.075924560546875,59.61684555874728
1742643393213929000,7.095928955078125,61.21212207107799
1742643393233925600,7.115925537109375,60.869439657768
1742643393254028500,7.136028564453125,61.39991447105721
1742643393274033000,7.156032958984375,60.869439657767984
1742643393294029600,7.176029541015625,60.41606188418413
1742643393314026000,7.19602587890625,59.54759979990155
1742643393334030300,7.2160302734375,58.462616503476355
1742643393354027000,7.236027099609375,57.52880744130097
1742643393373924000,7.255924072265625,52.41319529291959
1742643393393928400,7.275928466796875,49.52647564362063
1742643393413927200,7.29592724609375,41.096454686201234
1742643393433931500,7.315931640625,34.87003952372567
1742643393454037500,7.33603759765625,24.160914447903906
1742643393474034200,7.3560341796875,15.797631869684993
1742643393493969700,7.3759697265625,5.481296728199501
1742643393513966300,7.39596630859375,354.4349012481244
1742643393533838600,7.415838623046875,345.1243183860369
1742643393553842700,7.4358427734375,342.66189122095955
1742643393573799700,7.455799560546875,336.9434062519903
1742643393593804000,7.475803955078125,331.47195130623373
1742643393613822200,7.495822265625,328.9957523762792
1742643393633819000,7.51581884765625,323.80679438808926
1742643393653813500,7.5358134765625,322.55317014655066
1742643393673810200,7.55581005859375,318.4546086170779
1742643393693960700,7.575960693359375,312.30070870085245
1742643393713965000,7.595965087890625,167.51375112262815
1742643393734077700,7.61607763671875,168.91171283130743
1742643393754074000,7.63607421875,169.6343564754703
1742643393773923600,7.655923583984375,171.31364596809678
1742643393793920500,7.67592041015625,173.5548149996079
1742643393813917000,7.6959169921875,176.20849456190402
1742643393833921300,7.71592138671875,177.6140560898643
1742643393854027000,7.736027099609375,179.08517506379826
1742643393874031400,7.75603125,181.0939573640176
1742643393894035700,7.77603564453125,183.09715217825052
1742643393914032000,7.7960322265625,185.08710490632492
1742643393934036500,7.816036376953125,186.34019166658135
1742643393954033200,7.836033203125,187.40467623851333
1742643393973920800,7.855920654296875,188.41468136747417
1742643393993927200,7.87592724609375,189.0184587465938
1742643394013923800,7.895923828125,189.7382506700001
1742643394033922600,7.915922607421875,190.4304839190735
1742643394054036000,7.936035888671875,190.93021615276567
1742643394073986800,7.95598681640625,202.43513444161732
1742643394093983500,7.9759833984375,202.40037873014495
1742643394113870600,7.99587060546875,202.47746783780534
1742643394133867300,8.0158671875,202.09703967138367
1742643394153779200,8.035779296875,202.43661662395309
1742643394173676800,8.0556767578125,202.64830734450635
1742643394193680000,8.075679931640625,201.92663392396514
